owner.objectId,cetliId.objectId,objectId,product,quantity,createdAt,updatedAt,selected,deleted,crossedOutLocation.latitude,crossedOutLocation.longitude
9jAR9E7SVx,YUl56mt2wi,3B82jwng6s,cukor,1,2016-06-10T12:54:52.181Z,2016-08-21T11:22:28.225Z,1,1,null,null
GkLC2cbCi4,82jwH41bEY,gZaLuzTS9E,narancs,2,2016-05-07T06:01:34.587Z,2016-06-13T03:53:30.778Z,1,1,null,null
VRbvhCjo6p,1dd3SNdsh3,yUunxF5FmP,padlizsán,1,2016-02-15T11:26:11.387Z,2016-02-15T14:43:13.880Z,1,null,null,null
gwz7HsqqHG,Mye8DoJSzH,beJljLRsvt,tejföl,1,2016-03-18T17:17:16.240Z,2016-03-18T17:17:16.240Z,0,null,null,null
1JLehRbMXS,HWF1KUn8rJ,fnUFrenHc8,hús,1,2016-08-02T13:02:03.675Z,2016-08-11T06:07:29.189Z,0,1,null,null
nw3NPfp9Vr,YjBqqEEOxp,CYXlJXnRGJ,fogkefe,1,2016-01-03T23:02:20.958Z,2016-01-04T11:18:06.373Z,0,1,null,null
eIDIng5Qm3,LUlHftEv5C,ZmGGuMTzQN,kenyér,1,2016-04-02T10:39:53.392Z,2016-04-02T15:58:55.615Z,0,1,null,null
K3vZWdOgMN,Y0cvots1vq,ok1rHFrQdY,olaj,1,2016-06-07T02:33:42.493Z,2016-06-21T02:47:38.002Z,0,1,null,null
J7IA2IxSUx,dPOXQ97qv2,fMfx5Ie41j,tejföl,1,2016-04-23T13:06:09.247Z,2016-05-08T07:56:11.613Z,0,1,null,null
tbvcCOdIR0,9hHagYNfLm,L2FE10Uofy,wc illatosító,1,2016-06-19T07:09:20.078Z,2016-06-19T07:09:20.078Z,0,null,null,null
EwDt7Y1dBp,XFF0phOXhL,5Fbo2oewR7,tejföl,1,2016-02-27T08:09:13.295Z,2016-03-04T16:37:16.524Z,1,1,null,null
AcmEMqQAJC,cTBItEgPd2,OLfwRUHsWz,felvágott,1,2016-01-11T18:29:04.139Z,2016-01-27T20:52:48.281Z,null,1,null,null
aUR7KwGwfL,RPLICZiGnU,pySyd08NFN,vízkőoldó,1,2016-01-18T09:44:12.285Z,2016-01-18T09:44:12.285Z,0,null,null,null
ytkl2iHFiT,LkVeBTMrZM,0Hu7QFD5Hv,csirkemell,1,2016-03-08T09:11:44.926Z,2016-03-10T12:22:48.733Z,0,1,null,null
00AaNoXPb6,mReKiksKq2,YCdDGbbPYx,csirkecomb,1,2016-03-11T17:24:56.017Z,2016-03-11T17:24:56.017Z,0,null,null,null
sYN6uk7OFl,uHE0HBl1kE,LW3W3FkEDP,mosogatószer,1,2016-06-09T19:36:01.793Z,2016-06-09T19:36:01.793Z,0,null,null,null
GYrBim9dkK,Fg2bKLsXTO,JNwKJkFMzU,vattakorong,1,2016-08-24T06:19:57.334Z,2016-08-24T10:51:37.773Z,0,1,null,null
HhJZQ6L7Pl,eiwzPMF8oe,UtzFKbPRsV,kávé,1,2016-01-09T05:55:08.215Z,2016-02-05T09:02:42.149Z,1,1,null,null
KdtS7dMoFT,Aq1tKzcuD3,UpBV0Fvpoi,banán,1,2016-05-24T19:09:02.942Z,2016-06-03T09:00:12.829Z,1,1,null,null
cN9SnOZzbL,5TE1R6blV9,AG3b04NCQs,felvágott,1,2016-04-22T19:46:24.742Z,2016-04-29T05:25:35.129Z,0,1,null,null
jYNVNMZtLZ,RngvBs996I,rMEu6FDHJ2,saláta,1,2016-04-09T07:52:56.494Z,2016-04-09T08:55:23.094Z,1,null,null,null
EUzrppBQuS,FkjnwVGdg6,Et1qFLGNoW,kenyér,1,2016-05-02T07:53:21.950Z,2016-06-24T08:25:05.046Z,1,null,null,null
DUTX9rYGLD,C2kpQ2mMqe,j236PGs8DU,görög joghurt,2,2016-04-19T18:48:48.274Z,2016-04-19T18:48:48.274Z,0,null,null,null
QZ1Sm4OSWY,WuROQtDrJQ,VQxdxxmCCf,uborka,3,2016-07-21T08:37:13.842Z,2016-07-22T11:26:39.857Z,1,1,null,null
3ZF9EZW9di,9kH8sOkjDy,daU3LgEg7N,gyümölcs,1,2016-01-12T08:06:10.567Z,2016-01-12T08:06:10.567Z,null,null,null,null
wVzL1caybk,MNdBmg03cT,9T5vHfbIxj,tarja,2000,2016-05-13T06:09:45.689Z,2016-05-14T07:19:05.632Z,1,null,null,null
3vkX7kPeoy,EKNH2OsacR,YECiZYIqaZ,burgonya,3,2016-03-11T11:54:45.105Z,2016-03-22T08:42:16.556Z,0,1,null,null
u5VimJVKQI,2LkpDhKwZE,pKjOr8Z78S,zsemlemorzsa,1,2016-08-16T10:40:56.129Z,2016-08-17T18:18:14.032Z,1,1,null,null
UN6pu4hYlA,RDKOBZ7RJf,Sq9uFnDEBQ,kenyér,1,2016-01-30T08:07:56.684Z,2016-01-30T08:07:56.684Z,0,null,null,null
5liGkKoHeV,BK9cuEavld,x7X7syyVr4,papírzsebkendő,1,2016-01-07T07:02:10.135Z,2016-01-07T10:12:58.356Z,null,null,null,null
7A9Uu8IJ7G,Cydg4DzTv4,15WldYKC0X,olivaolaj,1,2016-08-18T09:40:35.503Z,2016-08-26T06:13:48.613Z,0,null,null,null
D917DLxQ1D,eVY8XaQ0gU,Ay08v5cNsL,alma,4,2016-05-14T07:45:55.822Z,2016-05-14T07:45:55.822Z,0,null,null,null
0KTVb774mS,RbzB41fQpn,4Zzxz77Wit,paprika,1,2016-03-12T17:39:49.212Z,2016-03-12T18:04:25.862Z,0,1,null,null
epBzEzF3P5,fOFctBADkp,VEUhz9vjXY,vaj,1,2016-08-21T14:56:58.275Z,2016-08-21T14:56:58.275Z,0,null,null,null
OvQKXSjZqP,vGNMJDuME5,zagRmhXCc5,rágcsa,1,2016-06-02T11:06:56.576Z,2016-06-04T06:03:58.966Z,0,1,null,null
eQPBgJNa2C,yllusGP3Hz,apRCEkhihT,tej,1,2016-04-23T13:40:08.058Z,2016-04-23T13:40:08.058Z,0,null,null,null
GkLC2cbCi4,82jwH41bEY,KKsoKHD2Oe,csemege uborka,1,2016-05-07T05:59:04.134Z,2016-06-13T03:53:33.303Z,1,1,null,null
hjfFmmoiEQ,WuBbObvYmT,18QQxGsFWo,sajt,1,2016-01-06T07:27:13.943Z,2016-01-06T08:41:43.697Z,null,1,null,null
VUs5UoeVJr,P5QtUrZ75H,pNHmWaCLTz,zöldség,1,2016-05-07T16:22:37.277Z,2016-05-07T17:26:46.817Z,0,1,null,null
ggSYtdEH2c,50B1mjnWEW,jamrKP3st3,tej,2,2016-04-19T14:24:24.893Z,2016-04-20T09:44:38.355Z,1,1,null,null
Ejnyfg2beu,WGJ0F88mRT,i1GAdACsgl,kukás zsák,1,2016-03-01T06:42:40.523Z,2016-03-05T09:36:04.309Z,0,1,null,null
066b83iBaE,Ez9J8lbLqp,ebjZrCky8y,darált hús,1,2016-03-11T15:08:08.733Z,2016-03-11T15:08:08.733Z,null,null,null,null
cBAgZV4gFo,QmTsQ5hC5D,dqAdepJc3r,brokkoli,2,2016-03-27T19:45:25.603Z,2016-03-27T19:45:25.603Z,0,null,null,null
InX9VuCaQC,WtiInWtFI7,2VChfJexP2,ásványvíz,4,2016-01-03T22:13:46.180Z,2016-01-03T22:21:16.785Z,null,1,null,null
X410Aj9eY0,OE2D0JhYlk,JYx3yaY0yH,száraz törlő,1,2016-02-23T08:47:30.627Z,2016-02-23T08:47:30.627Z,0,null,null,null
fCJDA0yx5M,MiyTHc1MD0,tNRTdZWvR5,uborka,1,2016-02-26T12:31:10.705Z,2016-02-26T13:21:08.242Z,0,1,null,null
5A0P6DZDyG,f3xEaldr57,Vxd285JLmg,sajt,1,2016-01-02T07:57:16.808Z,2016-01-02T07:57:16.808Z,null,null,null,null
eD15Qadqrx,ZJTfWbmRpo,CrA84bdsiQ,tojás,1,2016-06-16T14:00:10.340Z,2016-06-22T09:08:05.553Z,0,1,null,null
aOituYSL6z,Sunaz3e97B,HhYWpXV6bE,alufólia,1,2016-02-11T03:19:52.841Z,2016-02-11T03:19:52.841Z,0,null,null,null
ltrQWbExAE,dKYSEYPlCR,sHdsIZe4jP,mosópor,1,2016-08-03T15:19:23.995Z,2016-08-05T07:34:32.834Z,1,null,null,null
79ka07skHa,L88MqmgMSF,yKjmEhXNZj,mosópor,1,2016-07-25T11:59:49.362Z,2016-07-25T11:59:49.362Z,0,null,null,null
mB4uN98AF3,OeK86c44n6,OKK2MgiwGi,uborka,1,2016-04-04T17:14:19.637Z,2016-04-05T07:27:31.424Z,0,null,null,null
bcFIzoFSP9,Ze1WmAZaqc,7jqyBgx65R,túró,1,2016-03-02T09:37:03.383Z,2016-03-05T09:12:45.589Z,1,1,null,null
1gmXuFcYci,hIjxnHN8Nx,j4kI6IcZNE,kenyér,1,2016-01-02T09:36:15.251Z,2016-03-14T09:42:03.914Z,null,1,null,null
chA5HM2xVf,j6vGPCrGMa,LZmUGZREyC,ásványvíz,1,2016-05-20T22:00:51.604Z,2016-05-22T17:46:22.114Z,0,null,null,null
kYO9gJaHxD,36UKG4fVAG,4ZTjRO1dZf,nutella,1,2016-07-08T14:46:46.032Z,2016-07-10T23:23:00.498Z,1,1,null,null
lUPSXKeFze,HKdKMlvPbT,JdJZdZLoVI,répa,3,2016-07-29T10:41:34.347Z,2016-08-08T20:50:07.210Z,0,1,null,null
bl1R2ZooSY,PlLooaPM5Z,QCISTvhtA7,szalámi,1,2016-04-11T19:39:40.791Z,2016-04-11T19:39:40.791Z,0,null,null,null
DeQbMUZgf1,vwwVhizp5H,llqrae8T42,joghurt,1,2016-05-14T08:20:10.426Z,2016-05-14T08:20:10.426Z,0,null,null,null
FpDCH8o5Hv,Slu8swdmZK,0CQbTpqvJh,élesztő,1,2016-01-30T10:46:41.757Z,2016-02-03T09:46:50.105Z,1,1,null,null
0UMCW6VcmJ,TN1sqfHkdG,zMfgiV39W0,citrom,1,2016-08-18T06:37:06.871Z,2016-08-24T12:06:00.789Z,0,1,null,null
IGQyfd9Ass,1W0c7qgsFM,6DdPoUBual,felvágott,1,2016-03-09T17:06:39.639Z,2016-03-09T17:06:39.639Z,0,null,null,null
tEeja1RXo7,fkVfJbC4P9,ME2RBJdrio,paprika,1,2016-05-25T15:09:34.119Z,2016-05-25T15:54:47.033Z,0,1,null,null
rBPgVh9Fkq,TjdxcecMkx,u8X9uwDBrc,zöldség,1,2016-06-04T15:06:42.935Z,2016-06-04T17:33:06.850Z,1,null,null,null
BfTQx6KK0j,oNtSRQy3oA,VCN6x2WRwf,répa,1,2016-04-30T18:05:32.584Z,2016-04-30T18:55:47.734Z,1,null,null,null
066b83iBaE,uMrmPjHaW4,EaVswFLuKc,szörp,1,2016-05-12T14:30:11.915Z,2016-05-12T14:30:11.915Z,0,null,null,null
O1PdiniZ7Q,6jR6cyeCNz,5joJaiz5W3,liszt,1,2016-05-19T09:09:57.924Z,2016-05-19T09:09:57.924Z,0,null,null,null
5024qgHluR,klOi7uq68I,IshTkt7aGs,papírzsebkendő,1,2016-03-22T08:43:14.745Z,2016-03-25T11:22:27.273Z,1,1,null,null
gmMev7chTq,eiPQB9h18a,a9ydB1LUV8,mustár,1,2016-08-27T12:49:46.273Z,2016-08-27T12:49:46.273Z,0,null,null,null
30vEssj8jH,xTWIOnotwi,Kpj53BW3TR,alma,1,2016-02-09T17:08:07.116Z,2016-02-09T17:08:25.498Z,1,1,null,null
KzT54XtAtB,2vzjaqZ7kw,QZjzadZqSf,tejföl,1,2016-05-31T05:48:55.180Z,2016-06-09T08:47:04.172Z,0,1,null,null
066b83iBaE,uMrmPjHaW4,mC04NXClVb,őszibarack,1,2016-05-12T14:30:00.707Z,2016-05-12T14:30:00.707Z,0,null,null,null
Q1CCxyWVaB,Wq8Aashik3,kpN0eCGEmO,tej,10,2016-06-28T13:50:28.871Z,2016-07-03T09:24:59.361Z,1,1,null,null
GVa7EEhhUs,FeQWmfQiZx,boPFouTKTe,burgonya,10,2016-01-22T17:15:33.674Z,2016-01-22T17:15:42.226Z,0,null,null,null
MqFu6aLMhi,YgHHIEpUV8,MKQliJEESr,testápoló,1,2016-05-31T21:51:42.937Z,2016-07-22T15:18:34.374Z,0,1,null,null
75yRqe4Ztq,KAdyxNc2LH,YphMFlEKKM,felvágott,1,2016-08-17T09:42:59.416Z,2016-08-19T14:05:37.228Z,0,1,null,null
GwUNRSTEfH,RZOIoGnek6,c4dWeYdCX8,felvágott,1,2016-01-09T11:27:28.629Z,2016-01-09T12:29:51.544Z,1,1,null,null
xWxeyoO2Zu,cCIg2xzlsq,k3rzccysSg,citromlé,1,2016-07-09T15:12:32.089Z,2016-07-09T15:12:32.089Z,0,null,null,null
dmPTaiDjlC,5qgYgqYN6d,eTbYJVb4BH,burgonya,1,2016-06-27T11:55:18.250Z,2016-06-27T11:55:18.250Z,0,null,null,null
X6QJMIQ9tL,j34mAj1WXJ,WOv8YnTYUF,zöldség,1,2016-07-02T05:08:03.549Z,2016-07-02T07:46:46.901Z,1,1,null,null
uxKsAHQInI,jGwQdHqS3Z,WojFaYwbyG,lefolyótisztító,1,2016-01-03T13:55:56.615Z,2016-03-15T12:46:42.357Z,0,1,null,null
KOdm5YrfAA,yk0yLXaBxR,TUTWzznGZo,mosogatószivacs,1,2016-03-18T23:53:48.700Z,2016-03-19T20:47:58.491Z,1,1,null,null
cjVSYavPqh,7Y6Jrvly6Y,FUnEoLJFAz,ásványvíz,1,2016-03-25T08:21:57.430Z,2016-03-25T08:21:57.430Z,0,null,null,null
fmy3RiKwDc,vEHSRPVfQU,9zuXJqIuXK,öblítő,1,2016-07-31T12:13:29.512Z,2016-07-31T13:19:51.913Z,1,1,null,null
OKrpB6Viug,BI2e9gObgD,WwdGrSecnh,öblítő,1,2016-01-13T07:57:07.364Z,2016-02-01T06:54:42.450Z,1,1,null,null
ZC2kBsQHuG,Bda60Es9aQ,D04uX9ny82,sajt,1,2016-04-04T19:38:54.892Z,2016-04-04T19:38:54.892Z,0,null,null,null
mix8MLmTJ3,ONypiexRCO,fGcpwrDCCo,tejpor,1,2016-08-07T12:45:11.954Z,2016-08-11T06:06:31.905Z,1,1,null,null
vYwr3lNDSz,WirKHKKSOg,SkNqk4nKya,folyékony szappan,1,2016-08-04T14:54:44.249Z,2016-08-05T16:33:09.946Z,0,1,null,null
icwlE4Vxm3,7mjL3vJFvG,dXPDfOszw1,gomba,1,2016-05-14T18:59:38.632Z,2016-05-19T12:56:40.343Z,1,1,null,null
561WzNwdgC,aLCGJ6nkIz,PJXXQDMDGv,tej,1,2016-02-10T22:50:42.613Z,2016-02-16T07:28:17.467Z,1,null,null,null
PQEwbHVRLr,sbLFBJVa6A,aANytGv6ln,papírzsebkendő,1,2016-05-11T08:26:49.563Z,2016-07-11T09:42:32.036Z,1,1,null,null
o29zmiZuV0,fhA8krsL3v,Jg3jmXErNB,saláta,1,2016-07-08T03:54:46.226Z,2016-07-08T03:54:46.226Z,0,null,null,null
7io1XEQ34A,BqWvaDeT31,HoOHMzZ9kM,kelkáposzta,1,2016-01-16T10:44:48.283Z,2016-01-16T10:44:48.283Z,0,null,null,null
0fGglovVft,sViKCRZHJe,UfWlJ8sxj0,domestos,2,2016-06-26T08:53:06.809Z,2016-07-01T17:29:37.094Z,1,1,47.46323649549718,19.14573551959904
K3vZWdOgMN,Y0cvots1vq,DYJx6LVH7v,tészta,1,2016-06-21T02:51:13.014Z,2016-06-21T02:51:13.014Z,0,null,null,null
5QONEiKp66,mI1vf0OWmx,P2UkY4fBMx,sajt,1,2016-03-25T14:53:59.781Z,2016-03-25T17:20:22.564Z,1,null,null,null
YRJcQNvAZd,NxgsrSdcyw,vBfoYmvfZ2,kenyér,1,2016-07-03T10:05:49.994Z,2016-07-12T17:29:07.674Z,1,1,47.4877132610808,19.08021528427878
50LZuRe6UJ,qMqnzFU74O,TVbmXmw5Jc,vitamin,1,2016-01-16T09:04:10.168Z,2016-01-16T16:58:35.653Z,1,null,null,null
HptZpVCQku,taR0vTeNak,Mwk8yB6X4U,felvágott,1,2016-07-10T08:24:19.713Z,2016-07-10T09:56:58.895Z,1,1,null,null
nAN81gqLqJ,ZpnIBjTFy1,GMD9WPCMCW,ásványvíz,1,2016-05-12T20:48:13.434Z,2016-05-12T20:48:13.434Z,0,null,null,null
rjUVpPnFEn,Mye8DoJSzH,7AhAJTb04n,méz,1,2016-03-18T16:21:51.724Z,2016-03-18T16:21:51.724Z,null,null,null,null
TcP5UdXUbW,67AKQmLmiu,QRUt0G6HYI,kenyér,1,2016-02-27T18:27:07.714Z,2016-04-08T17:54:26.278Z,0,1,null,null
6Fp0pzuAcE,7e9PQV4P9w,SkfAn1KafK,rizs,1,2016-03-09T05:15:17.174Z,2016-03-09T08:11:51.280Z,1,null,null,null
UvwM7JTbtD,4A749yo1sn,okMZ3EDvuF,ásványvíz,1,2016-08-09T16:43:05.677Z,2016-08-09T18:29:24.148Z,0,1,null,null
bE7wuFq4mz,gu18NpXvN2,b9O8A5UDKs,tojás,10,2016-01-12T19:56:08.866Z,2016-02-03T20:00:27.409Z,0,1,null,null
XfTK9dMHmm,CNkc05CxaK,e1zeY4C3ID,túró,1,2016-02-19T07:01:26.321Z,2016-02-19T07:01:26.321Z,0,null,null,null
8njy3uOvQk,xoqasRrXv6,hoQbL9t6Ns,zöldség,1,2016-04-14T16:40:05.636Z,2016-04-17T17:59:58.479Z,0,1,null,null
FpDCH8o5Hv,mugzGE774G,hqr9Megmjz,ketchup,1,2016-04-04T09:24:21.850Z,2016-04-14T08:13:12.637Z,1,1,null,null
fJcJ2Vpz4Q,i282KplJff,4iiAiIiRYc,banán,1,2016-02-12T22:39:48.984Z,2016-02-13T11:36:37.793Z,0,1,null,null
ihTeTXEdoj,w1QQ4hqxo4,SA31wbBO5F,burgonya,1,2016-01-02T08:16:23.981Z,2016-01-28T20:49:26.847Z,null,1,null,null
t6t5BISf0i,6Zl7Rkam4N,1iEVueC9Hc,habfürdő,1,2016-01-10T18:21:02.451Z,2016-01-10T18:21:02.451Z,0,null,null,null
M0KmylGiIH,j3Ek20hCuj,pJslXqCWCy,darált hús,1,2016-07-04T09:23:38.201Z,2016-07-04T17:29:48.178Z,1,null,null,null
OeAWryE66F,7WJ1VcWol7,HHTZNnMVr8,olaj,2,2016-08-20T21:00:20.120Z,2016-08-27T08:52:03.124Z,1,1,null,null
Z1MdLEyCpU,B05RFqiIc5,BxCFOPHfT8,kenyér,1,2016-03-18T12:22:54.902Z,2016-03-18T13:56:59.805Z,0,1,null,null
pgdlbLVztx,DYuHfpkie5,eaTOdpFxny,szappan,1,2016-04-27T21:29:53.461Z,2016-04-27T21:30:05.154Z,0,1,null,null
YpR91Ah9E2,4SJlALOiLK,H41sdOorRy,saláta,1,2016-04-06T20:11:57.084Z,2016-04-06T20:11:57.084Z,0,null,null,null
9eKLbRmUPu,UvFfHzmCfP,o9GUwZg0gS,tojás,1,2016-07-19T07:42:38.646Z,2016-08-10T06:48:15.335Z,0,1,null,null
N8W4RtKzEz,YbD28xBK8j,g3eoUb9et0,felvágott,1,2016-05-19T13:23:20.017Z,2016-05-19T13:23:20.017Z,0,null,null,null
gfmZbJhxUE,yzXBkH8Ntw,zrw0yLNQMk,légfrissitő,1,2016-03-06T12:09:36.141Z,2016-03-23T14:08:29.912Z,0,1,null,null
KzT54XtAtB,BnbihYmkxc,Rlhna0K1ts,sampon,1,2016-06-09T08:48:30.891Z,2016-06-17T11:27:29.623Z,1,1,47.49852861821981,19.09419543658516
bcNPACMpn0,F1ilLSR5xu,jE0lY8bDF5,szájvíz,1,2016-04-27T17:52:02.833Z,2016-04-27T17:52:50.101Z,1,null,null,null
iYC91Pqcs4,pmxudVnVIi,EmhDHwAKjE,tojás,1,2016-02-25T20:45:54.905Z,2016-03-19T04:31:18.601Z,0,1,null,null
wZos930MJe,SdInIEsroU,VQj4GvbE2p,meggy,1,2016-01-04T10:39:30.240Z,2016-01-04T10:39:30.240Z,0,null,null,null
IpKeJU0lKa,gVKpj2hNFj,h4f0SA9sr6,citrom,1,2016-05-14T06:24:33.498Z,2016-05-14T07:17:37.431Z,1,null,47.56308324452055,19.02197061651215
ytkl2iHFiT,wZfCXMS2VF,PSRkv3muWa,fertőtlenítő kézmosó,1,2016-04-08T06:58:28.652Z,2016-04-12T05:07:47.777Z,0,1,null,null
kfVWtNfCLe,4grMJaiQae,sOCiCDwmSC,párizsi,1,2016-01-04T23:30:51.713Z,2016-01-04T23:30:51.713Z,0,null,null,null
NvBmEn6csY,78QxrbBXVZ,MZJ0UbNByt,liszt,1,2016-01-30T07:03:38.359Z,2016-01-30T08:03:15.413Z,0,1,null,null
OznyQ3vwXD,vYyuvdqTEe,WMKS1zYe3M,olaj,2,2016-06-30T09:08:38.053Z,2016-06-30T09:08:38.053Z,0,null,null,null
0D5nRj9OLV,Afgnkq2E7d,atMJtZ5aGx,öblítő,1,2016-07-31T19:51:13.097Z,2016-08-01T14:01:40.821Z,1,null,null,null
kYO9gJaHxD,oDAfbIyCLG,UZ3uzsUyWx,burgonya,5,2016-06-04T08:57:26.242Z,2016-06-06T15:34:38.820Z,0,1,null,null
ytkl2iHFiT,PljIqgn19K,P0Z4AODnwc,burgonya,1,2016-08-18T10:51:20.842Z,2016-08-22T05:54:15.445Z,0,1,null,null
cGnnf2Z6RS,qkNnaCLgIH,LzgjaWeJh6,darált hús,1,2016-06-27T13:45:08.934Z,2016-06-28T17:01:53.230Z,0,1,null,null
mLVNccaxFL,vXBnha7cqq,pENRsfgxGa,margarin,1,2016-06-11T09:38:39.974Z,2016-06-11T09:38:39.974Z,0,null,null,null
Qy2lkcaUpn,ihdkx0xkYw,eTHglobmNm,tojás,1,2016-05-11T06:43:18.497Z,2016-05-17T10:44:06.843Z,0,null,null,null
9lGoRSrxdL,HRKL913mIJ,PHAzNNBqHa,ásványvíz,1,2016-01-08T19:03:06.111Z,2016-01-08T19:39:44.083Z,null,1,null,null
aGVpNfBpVi,ImMUVVhk1R,jHrhshFLTK,sajt,1,2016-03-26T13:38:07.725Z,2016-05-28T14:03:48.476Z,0,1,null,null
30vEssj8jH,rV9h95wjdV,HiDwerpo8u,cukor,1,2016-02-27T06:04:03.067Z,2016-03-09T18:49:55.542Z,1,1,null,null
UVMd7mUYjU,CMyE3HV7f8,e1VPaLwZdU,barnacukor,1,2016-02-19T06:55:37.063Z,2016-02-19T18:43:36.897Z,0,1,null,null
3ZRdJZ7KWO,wrWhh1t0vz,gZVK3Vm76q,méz,1,2016-04-23T12:20:35.061Z,2016-04-23T13:26:10.168Z,0,1,null,null
KzT54XtAtB,iGm1Fva2ul,wrI2TkavIt,túró rudi,3,2016-01-25T15:59:51.984Z,2016-01-28T14:27:09.180Z,1,1,null,null
eEIV7lzxRJ,lc0CMrpSMQ,sBSaixB0KX,fültisztító,1,2016-02-21T08:30:35.042Z,2016-02-23T11:22:32.571Z,0,1,null,null
O2q5pVzBgw,O2OKabife8,7Ml6XWURxR,rizs,1,2016-07-09T09:55:21.411Z,2016-07-09T09:57:00.138Z,0,1,null,null
Z1MdLEyCpU,gL4eCCActq,I7vpUzkUxm,paradicsom,1,2016-08-26T06:03:37.849Z,2016-08-29T18:45:44.114Z,1,1,null,null
PRNFwFR9t3,ZTroyKdaex,NAUNCEzEcb,gyümölcslé,12,2016-05-26T19:48:37.802Z,2016-06-03T14:56:28.623Z,1,null,null,null
E4W03QUHWy,iy99S6dEoR,2WSWNecSk0,ketchup,1,2016-08-31T16:30:32.696Z,2016-08-31T16:59:57.703Z,1,null,null,null
MOeiw3x21z,UKo2w4tn1i,AmWYMwIrDL,öblítő,1,2016-02-13T08:23:12.446Z,2016-02-13T10:49:51.659Z,1,null,null,null
rlcWSM4QVg,XtK8YbbPUa,uYn6Tx6KPy,hagyma,1,2016-04-16T13:56:08.540Z,2016-04-16T14:08:03.667Z,1,null,null,null
I4Kbvx06j9,qyCUZXytco,VUsR0XFhSe,müzli,1,2016-08-14T07:21:53.677Z,2016-08-14T07:21:53.677Z,0,null,null,null
itdNGyOAy1,qcy8gzqMWw,9F00RhqLgH,grill hús,3,2016-06-16T16:17:21.771Z,2016-06-16T17:06:10.994Z,1,null,null,null
d94JS9kdY3,VD9F6Go356,lmDvRP7d4p,kolbász,1,2016-04-08T03:57:15.340Z,2016-04-08T08:10:27.101Z,0,1,null,null
5024qgHluR,iWheFLCRcr,4kBvKPIsrx,cider,1,2016-03-11T18:29:12.361Z,2016-03-11T19:28:54.409Z,0,1,null,null
5O4sygS49T,c3uT5KLUmO,iIT4jCo0wm,csoki,1,2016-06-17T06:19:08.549Z,2016-06-17T07:19:46.913Z,1,1,null,null
6O282ccWUL,Yzk8Hxvg6r,npV0DvIDkt,burgonya,1,2016-06-22T08:14:07.057Z,2016-07-03T07:20:56.328Z,1,1,null,null
0QQcQ3QPuE,vSB6srsvbb,sCI0oS8RFn,felvágott,1,2016-04-30T05:01:41.705Z,2016-04-30T05:01:41.705Z,null,null,null,null
XLxyI2UMv8,as2SoU22HK,p0PzgSs7iD,kenyér,1,2016-05-18T09:25:22.696Z,2016-08-28T16:52:16.290Z,0,1,null,null
itdNGyOAy1,XxTsP9PrbC,uifJPxFZQd,sütőpapír,1,2016-02-09T04:32:07.793Z,2016-02-15T18:50:06.321Z,1,null,null,null
DeQbMUZgf1,CRH8A0QDy8,d4YKxsxcrm,csemege uborka,1,2016-05-24T19:54:49.906Z,2016-05-25T17:53:44.102Z,0,1,null,null
9ZPmatUtA7,7AcTh6Kq5k,UB9Spz7sm4,paradicsom,1,2016-04-15T12:54:34.633Z,2016-04-15T12:54:34.633Z,0,null,null,null
pkTP7Uax6J,Zy5eE84fAV,FPTNS7qwtC,sonka,1,2016-06-26T22:51:58.166Z,2016-06-26T22:51:58.166Z,0,null,null,null
SiEgrJzTX8,tc7mjdc12D,Z5YbfsYGyE,meggy,1,2016-05-31T09:22:16.781Z,2016-05-31T09:22:16.781Z,0,null,null,null
P8miOaHQ0D,SfP8ao8qHj,4VDRojEnxC,tojás,1,2016-04-05T13:52:24.338Z,2016-05-26T02:27:19.440Z,0,1,null,null
vPF1nxtQ2L,yzeBc6dqpO,8kzAM2ojtm,fűszer,1,2016-01-02T14:16:03.075Z,2016-01-02T14:16:03.075Z,null,null,null,null
6g3DNd8Dm4,qxihXrmBwL,MqP8FUGD4f,pizza,1,2016-08-03T04:50:39.207Z,2016-08-03T09:39:32.060Z,0,1,null,null
bWEJDQstUA,wvVh0Q8hjR,SIeSBFlKuI,vitamin,1,2016-04-04T20:36:50.264Z,2016-04-04T20:36:50.264Z,0,null,null,null
I4Kbvx06j9,qyCUZXytco,TEBrvsGsxm,dezodor,1,2016-08-14T07:19:19.358Z,2016-08-14T07:19:19.358Z,0,null,null,null
UZx6BvQj8y,KNbu9ILNDu,btgRwvIW4R,virsli,1,2016-01-18T06:33:31.201Z,2016-01-18T21:07:23.477Z,0,1,null,null
ytkl2iHFiT,qNXAXvQk5V,Lz9bYSdnkO,joghurt,1,2016-02-04T14:09:42.085Z,2016-02-10T05:40:46.675Z,0,1,null,null
sEgdP5j3QD,HP6ICNedw3,lupKUn1wFu,kakaópor,1,2016-02-28T10:13:21.615Z,2016-03-02T16:54:22.434Z,0,1,null,null
6O282ccWUL,gIsVIWKfSU,yjKUQY1C4x,tea,1,2016-03-28T19:27:06.419Z,2016-03-31T05:10:53.525Z,0,1,null,null
8xis1QymqH,fjDeOtQ7X3,nRvQBTcoAR,cukor,1,2016-07-16T08:29:38.713Z,2016-07-16T08:29:38.713Z,0,null,null,null
473skP1HqT,muEPZgc1Vj,UErNKPIwXG,tejpor,5,2016-03-30T20:32:02.684Z,2016-03-30T20:32:02.684Z,0,null,null,null
